"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",848975772
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3011088092
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",8127332
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",14820913703
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",14820913703
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",3120665492
"NXL","NUIX LIMITED","2020-12-04","Software & Services",312555072
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",91247792
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",185104206
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4886273614
"NYM","NARRYER METALS LIMITED","2022-04-14","Materials",8083500
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",28081566
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",94754574
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",239781805
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",67978731
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",4108020
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",2063481
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",15151953
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",11789347
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",878451721
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",45341581
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",620631079
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",68994770
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1428554893
"OCN","OCEANA LITHIUM LIMITED",,"Materials",0
"OD6","OD6 METALS LIMITED",,"Class Pend",0
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",16597742
"ODE","ODESSA MINERALS LIMITED","1986-07-03","Materials",13202523
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",7927854
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",28171801
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",26844025
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",69527642
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",5711968
"OEX","OILEX LTD","2003-10-24","Energy",21503372
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",624292674
"OGC","OCEANAGOLD CORPORATION","2007-06-19","Materials",2069245600
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services",83590056
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials",3932179
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials",29870489
"OKU","OKLO RESOURCES LIMITED","2007-05-16","Materials",40359718
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods",8385326
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services","N/A"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services",8789760
"OLY","OLYMPIO METALS LIMITED","2017-09-12","Commercial & Professional Services","N/A"
"OM1","OMNIA METALS GROUP LTD","2022-03-02","Materials",6208950
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials",635216070
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment",906948498
"OMX","ORANGE MINERALS NL","2021-12-08","Materials",8199000
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services",127044628
"OOK","OOKAMI LIMITED","2000-02-21","Materials",7725933
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic",588567679
"OPL","OPYL LIMITED","1996-03-07","Software & Services",3480665
"OPN","OPENN NEGOTIATION LIMITED","2021-07-21","Commercial & Professional Services",44570808
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences",483916510
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials",38750888
"ORA","ORORA LIMITED","2013-12-18","Materials",3285780651
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy",12169968501
"ORI","ORICA LIMITED","1961-11-28","Materials",6929686365
"ORM","ORION METALS LIMITED","2007-01-03","Materials",26709775
"ORN","ORION MINERALS LTD","2003-10-31","Materials",100787033
"ORR","ORECORP LIMITED","2011-08-04","Materials",211468706
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences",46234195
"OSM","OSMOND RESOURCES LIMITED","2022-04-22","Materials",9913335
"OSP","OSPREY MEDICAL INC","2012-05-02","Health Care Equipment & Services","N/A"
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services",19642430
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services",4834531
"OVT","OVATO LIMITED","1992-02-13","Commercial & Professional Services",15201732
"OXT","OREXPLORE TECHNOLOGIES LIMITED","2022-01-21","Class Pend",7360158
"OXX","OCTANEX LIMITED","2009-11-06","Energy",4920576
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials",7565237881
"OZM","OZAURUM RESOURCES LIMITED","2021-02-08","Materials",24617500
"OZZ","OZZ RESOURCES LIMITED","2021-07-05","Materials",4864688
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences",27888290
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences",43196995
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials",377484956
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic",325726593
"PAK","PACIFIC AMERICAN HOLDINGS LIMITED","2007-12-20","Materials",5734529
"PAL","PALLA PHARMA LIMITED","2015-08-13","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials",70365116
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials",543492211
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences",265256110
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services",651575802
"PBL","PARABELLUM RESOURCES LIMITED","2021-11-29","Materials",8560000
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences",179724727
"PBX","PACIFIC BAUXITE LIMITED","2007-05-25","Materials",12659601
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials",190785963
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic",418813034
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services",40744973
"PCL","PANCONTINENTAL ENERGY NL","1986-09-11","Energy",64388005
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",268054473
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials",1854443532
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy",2114223091
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic",400295327
"PEB","PACIFIC EDGE LIMITED","2021-09-27","Pharmaceuticals, Biotechnology & Life Sciences",599533361
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials",24607532
"PEK","PEAK RARE EARTHS LIMITED","2006-11-29","Materials",97453812
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy",164553872
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services","N/A"
"PEX","PEEL MINING LIMITED","2007-05-17","Materials",119057413
"PF1","PATHFINDER RESOURCES LTD","2020-11-04","Materials","N/A"
"PFE","PANTERA MINERALS LIMITED","2021-08-05","Materials",9300000
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials",37634264
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services",568257515
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco",18544941
"PG1","PEARL GLOBAL LIMITED","2006-11-02","Commercial & Professional Services",20460529
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services",235157919
"PGD","PEREGRINE GOLD LTD","2021-03-31","Materials",21613868
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic",626194194
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic",495236281
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials",702351708
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials",131726053
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials",16072147
"PGO","PACGOLD LIMITED","2021-07-08","Materials",40778845
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy",10087806
"PH2","PURE HYDROGEN CORPORATION LIMITED","2013-03-12","Energy",123151961
"PHL","PROPELL HOLDINGS LIMITED","2021-04-14","Diversified Financials",6798168
"PHO","PHOSCO LTD","2009-12-17","Materials",32887967
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic",278747420
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic",456847007
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services",24454282
"PIM","PINNACLE MINERALS LIMITED","2022-03-23","Materials",5820032
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences",105705875
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services",3607205
"PKO","PEAKO LIMITED","2009-12-02","Materials",6169082
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic",701488845
"PLG","PEARL GULL IRON LIMITED","2021-09-20","Materials",4901365
"PLL","PIEDMONT LITHIUM INC.","1983-03-28","Materials",1224968129
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials",8126757347
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials",132149790
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment",263178332
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic",380632669
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services",4253540492
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing",3609141917
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials",53173444
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials",1628412024
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials",20345689
"PNN","PEPINNINI MINERALS LIMITED","2005-04-15","Materials",35022102
"PNR","PANTORO LIMITED","1987-05-21","Materials",433130978
"PNT","PANTHER METALS LTD","2021-12-10","Materials",12290625
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services",843652256
"PNX","PNX METALS LIMITED","2008-02-12","Materials",22220289
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities",8511344
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials",114912080
"POL","POLYMETALS RESOURCES LTD","2021-06-29","Materials",10327200
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials",208349248
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods",5204904
"PPC","PEET LIMITED","2004-08-05","Real Estate",483300489
"PPE","PEOPLEIN LIMITED","2017-11-22","Commercial & Professional Services",318475392
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials",84354826
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services",1243362262
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods",264296307
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment",52030066
"PPM","PEPPER MONEY LIMITED","2021-05-25","Banks",804587089
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services",302146565
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials",1804053858
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials",27477640
"PR1","PURE RESOURCES LIMITED","2022-04-21","Materials",7875002
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials",99601744
"PRM","PROMINENCE ENERGY LIMITED","1992-01-23","Energy",24246088
"PRN","PERENTI GLOBAL LIMITED","1994-01-06","Materials",493997835
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services",73590934
"PRS","PROSPECH LIMITED.","2020-12-04","Materials",4238332
"PRT","PRT COMPANY LIMITED","1984-08-30","Media & Entertainment","N/A"
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials",2159619782
"PRX","PRODIGY GOLD NL","1986-08-21","Materials",12235180
"PSC","PROSPECT RESOURCES LIMITED","2009-12-04","Materials",417020512
"PSI","PSC INSURANCE GROUP LIMITED","2015-12-15","Insurance",1605193055
"PSL","PATERSON RESOURCES LTD","2006-10-18","Materials",7463689
"PSQ","PACIFIC SMILES GROUP LIMITED","2014-11-21","Health Care Equipment & Services",264906017
"PTB","PTB GROUP LIMITED","2006-12-18","Capital Goods",144375470
"PTG","PROPTECH GROUP LIMITED","2015-12-10","Software & Services",52787847
"PTL","PENTAL LIMITED","2000-08-29","Household & Personal Products",69888395
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","2007-05-23","Diversified Financials",1032554864
"PTR","PETRATHERM LTD","2004-07-27","Materials",22475114
"PTX","PRESCIENT THERAPEUTICS LIMITED","1986-12-19","Pharmaceuticals, Biotechnology & Life Sciences",97551481
"PUA","PEAK MINERALS LIMITED","2003-07-17","Materials",14579191
"PUR","PURSUIT MINERALS LTD","2008-09-10","Materials",17019885
"PV1","PROVARIS ENERGY LTD","2005-03-21","Energy",37160672
"PVE","PO VALLEY ENERGY LIMITED","2004-12-14","Energy",31005160
"PVL","POWERHOUSE VENTURES LIMITED","2016-10-12","Diversified Financials",10625399
"PVS","PIVOTAL SYSTEMS CORPORATION","2018-07-02","Semiconductors & Semiconductor Equipment",51017200
"PVW","PVW RESOURCES LIMITED","2009-11-12","Materials",28900624
"PWH","PWR HOLDINGS LIMITED","2015-11-18","Automobiles & Components",813400933
"PWN","PARKWAY CORPORATE LIMITED","2011-05-13","Materials",23239256
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","2021-04-27","Retailing",416047818
"PX1","PLEXURE GROUP LIMITED","2020-11-25","Software & Services",74252300
"PXA","PEXA GROUP LIMITED","2021-07-01","Real Estate",2693578720
"PXS","PHARMAXIS LTD","2003-11-10","Pharmaceuticals, Biotechnology & Life Sciences",46658469
"PXX","POLARX LIMITED","2012-12-21","Materials",14811237
"PYC","PYC THERAPEUTICS LIMITED","2005-03-30","Pharmaceuticals, Biotechnology & Life Sciences",229026679
"PYG","PAYGROUP LIMITED","2018-05-29","Software & Services",44964363
"PYR","PAYRIGHT LIMITED","2020-12-23","Diversified Financials",18512519
"QAL","QUALITAS LIMITED","2021-12-16","Diversified Financials",588000000
"QAN","QANTAS AIRWAYS LIMITED","1995-07-31","Transportation",10297804051
"QBE","QBE INSURANCE GROUP LIMITED","1973-06-28","Insurance",18525895605
"QEM","QEM LIMITED","2018-10-19","Materials",23717882
"QFE","QUICKFEE LIMITED","2019-07-11","Diversified Financials",25527639
"QGL","QUANTUM GRAPHITE LIMITED","2014-01-06","Materials",121595000
"QHL","QUICKSTEP HOLDINGS LIMITED","2005-10-17","Capital Goods",34023302
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","2016-08-31","Commercial & Professional Services",135792200
"QML","QMINES LIMITED","2021-05-06","Materials",27849823
"QPM","QUEENSLAND PACIFIC METALS LIMITED","2008-03-14","Materials",254613667
"QRI","QUALITAS REAL ESTATE INCOME FUND","2018-11-27","Not Applic",558988691
"QUB","QUBE HOLDINGS LIMITED","2007-01-04","Transportation",5722199549
"QUE","QUESTE COMMUNICATIONS LIMITED","1998-11-11","Diversified Financials",1895063
"QVE","QV EQUITIES LIMITED","2014-08-22","Not Applic",233870657
"QXR","QX RESOURCES LIMITED","2011-02-17","Materials",41249391
"R3D","R3D RESOURCES LIMITED","2004-12-17","Media & Entertainment",11549563
"R3DN","R3D RESOURCES LIMITED","2004-12-17","Media & Entertainment",11549563
"R8R","REGENER8 RESOURCES NL",,"Class Pend",0
"RAB","ADRABBIT LIMITED","2019-08-27","Software & Services",4459235
"RAC","RACE ONCOLOGY LTD","2016-07-13","Pharmaceuticals, Biotechnology & Life Sciences",273576426
"RAD","RADIOPHARM THERANOSTICS LIMITED","2021-11-25","Pharmaceuticals, Biotechnology & Life Sciences",48499349
"RAG","RAGNAR METALS LIMITED","2005-03-31","Materials",15546580
"RAN","RANGE INTERNATIONAL LIMITED","2016-07-22","Materials",11735658
"RAP","RESAPP HEALTH LIMITED","2005-01-12","Health Care Equipment & Services",98807664
"RAS","RAGUSA MINERALS LTD","2010-07-13","Diversified Financials",10234111
"RB6","RUBIX RESOURCES LIMITED","2021-12-23","Materials",5941500
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","2017-09-28","Consumer Services",1553243611
"RBL","REDBUBBLE LIMITED","2016-05-16","Retailing",285577431
"RBR","RBR GROUP LIMITED","2007-02-02","Materials",5150481
"RBX","RESOURCE BASE LIMITED.","2021-07-12","Materials",10858230
"RC1","REDCASTLE RESOURCES LIMITED","2003-03-21","Materials",4595978
"RCE","RECCE PHARMACEUTICALS LTD","2016-01-15","Pharmaceuticals, Biotechnology & Life Sciences",142248345
"RCL","READCLOUD LIMITED","2018-02-07","Software & Services",28144756
"RCP","REDBANK COPPER LIMITED","1993-12-22","Materials",18931308
"RCR","RINCON RESOURCES LIMITED","2020-12-21","Materials",6930462
"RCT","REEF CASINO TRUST","1994-02-11","Consumer Services",149403108
"RCW","RIGHTCROWD LIMITED","2017-09-18","Software & Services",22740520
"RD1","REGISTRY DIRECT LIMITED","2017-11-01","Software & Services",5852622
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","2011-05-19","Capital Goods",144255813
"RDM","RED METAL LIMITED","2003-10-27","Materials",24559174
"RDN","RAIDEN RESOURCES LIMITED","1987-03-12","Materials",15550194
"RDS","REDSTONE RESOURCES LIMITED","2006-08-03","Materials",6631492
"RDT","RED DIRT METALS LIMITED","2017-11-03","Materials",152263965
"RDY","READYTECH HOLDINGS LIMITED","2019-04-17","Software & Services",324143019
"REA","REA GROUP LTD","1999-12-01","Media & Entertainment",14301688740
"REC","RECHARGE METALS LIMITED","2021-10-11","Materials",11618438
"RED","RED 5 LIMITED","1996-10-16","Materials",848289835
"REE","RAREX LIMITED","2007-07-11","Materials",44453641
"REG","REGIS HEALTHCARE LIMITED","2014-10-07","Health Care Equipment & Services",706959348
"REH","REECE LIMITED","1974-01-01","Capital Goods",10096732749
"REM","REMSENSE TECHNOLOGIES LIMITED","2021-11-02","Capital Goods",17510625
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","2021-10-20","Real Estate",458554003
"RES","RESOURCE GENERATION LIMITED","2003-10-31","Energy","N/A"
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","2005-11-09","Transportation",127779075
"REY","REY RESOURCES LIMITED","2006-06-05","Energy",48743334
"REZ","RESOURCES & ENERGY GROUP LIMITED","2005-03-11","Materials",20991843
"RF1","REGAL INVESTMENT FUND","2019-06-17","Not Applic",647708179
"RFA","RARE FOODS AUSTRALIA LIMITED","2017-11-14","Food, Beverage & Tobacco",11241596
"RFF","RURAL FUNDS GROUP","2014-02-14","Real Estate",1151369425
"RFG","RETAIL FOOD GROUP LIMITED","2006-06-22","Consumer Services",123195201
"RFR","RAFAELLA RESOURCES LTD.","2018-07-26","Materials",8986363
"RFT","RECTIFIER TECHNOLOGIES LTD","1994-09-22","Capital Goods",67409329
"RFX","REDFLOW LIMITED","2010-12-14","Capital Goods",53219412
"RGI","ROTO-GRO INTERNATIONAL LIMITED","2017-02-10","Capital Goods","N/A"
"RGL","RIVERSGOLD LIMITED","2017-10-10","Materials",27429413
"RGS","REGENEUS LTD","2013-09-19","Pharmaceuticals, Biotechnology & Life Sciences",13789661
"RHC","RAMSAY HEALTH CARE LIMITED","1997-09-24","Health Care Equipment & Services",18035878354
"RHI","RED HILL IRON LIMITED","2006-02-14","Materials",226589929
"RHT","RESONANCE HEALTH LIMITED","1987-10-23","Health Care Equipment & Services",41964614
"RHY","RHYTHM BIOSCIENCES LIMITED","2017-12-07","Health Care Equipment & Services",251545659
"RIC","RIDLEY CORPORATION LIMITED","1987-08-13","Food, Beverage & Tobacco",543141458
"RIE","RIEDEL RESOURCES LIMITED","2011-01-31","Materials",9645364
"RIM","RIMFIRE PACIFIC MINING LIMITED","1997-03-04","Materials",14449958
"RIO","RIO TINTO LIMITED","1962-09-19","Materials",39627331058
"RKN","RECKON LIMITED","1999-07-19","Software & Services",143884437
"RLC","REEDY LAGOON CORPORATION LIMITED","2007-06-22","Materials",14805645
"RLF","RLF AGTECH LTD","2022-04-21","Materials",30513991
"RLG","ROOLIFE GROUP LTD","2016-11-16","Media & Entertainment",9129001
"RLT","RENERGEN LIMITED","2019-06-06","Energy",411294161
"RMC","RESIMAC GROUP LTD","2001-03-19","Banks",593344155
"RMD","RESMED INC","1999-11-25","Health Care Equipment & Services",40608620228
"RMI","RESOURCE MINING CORPORATION LIMITED","1985-02-14","Materials",36217923
"RML","RESOLUTION MINERALS LTD","2017-09-22","Materials",9315132
"RMS","RAMELIUS RESOURCES LIMITED","2003-03-31","Materials",1110252940
"RMX","RED MOUNTAIN MINING LIMITED","2011-09-01","Materials",13138911
"RMY","RMA GLOBAL LIMITED","2018-07-05","Media & Entertainment",76697542
"RND","RAND MINING LIMITED","1985-08-15","Materials",85313942
"RNE","RENU ENERGY LIMITED","2002-09-12","Utilities",14555773
"RNO","RHINOMED LIMITED","2007-09-21","Pharmaceuticals, Biotechnology & Life Sciences",47143750
"RNT","RENT.COM.AU LIMITED","1994-05-26","Media & Entertainment",15409489
"RNU","RENASCOR RESOURCES LIMITED","2010-12-15","Energy",505665882
"RNX","RENEGADE EXPLORATION LIMITED","2006-11-14","Materials",8006640
"ROC","ROCKETBOOTS LIMITED","2021-12-07","Software & Services",5181500
"ROG","RED SKY ENERGY LIMITED.","2007-05-23","Energy",31813363
"RON","RONIN RESOURCES LTD","2021-12-16","Materials",5534377
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","2017-12-07","Capital Goods",3748163
"RPG","RAPTIS GROUP LIMITED","1986-07-17","Real Estate",2095050
"RPM","RPM AUTOMOTIVE GROUP LIMITED","1983-11-10","Automobiles & Components",48051834
"RR1","REACH RESOURCES LIMITED","2002-11-06","Materials",9550253
"RRL","REGIS RESOURCES LIMITED","1987-02-19","Materials",1441622729
"RRR","REVOLVER RESOURCES HOLDINGS LTD","2021-09-23","Materials",71207236
"RSG","RESOLUTE MINING LIMITED","1979-01-11","Materials",336699114
"RSH","RESPIRI LIMITED","2000-07-14","Health Care Equipment & Services",27359868
"RTE","RETECH TECHNOLOGY CO. LIMITED","2017-06-22","Consumer Services",45417963
"RTG","RTG MINING INC.","2014-06-05","Materials",67097716
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","2021-11-23","Commercial & Professional Services",25002222
"RTR","RUMBLE RESOURCES LIMITED","2011-07-01","Materials",207841589
"RUL","RPMGLOBAL HOLDINGS LIMITED","2008-05-27","Software & Services",395249646
"RVR","RED RIVER RESOURCES LIMITED","2005-07-15","Materials",90731285
"RVS","REVASUM INC.","2018-12-04","Semiconductors & Semiconductor Equipment",54017494
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","2016-04-29","Capital Goods",3152478112
"RWD","REWARD MINERALS LTD","1991-12-12","Materials",22459809
"RWL","RUBICON WATER LIMITED","2021-09-02","Technology Hardware & Equipment",171885104
"RXH","REWARDLE HOLDINGS LIMITED","2014-10-07","Media & Entertainment",6315858
"RXL","ROX RESOURCES LIMITED","2004-04-27","Materials",55750513
"RXM","REX MINERALS LIMITED","2007-09-20","Materials",133347207
"RYD","RYDER CAPITAL LIMITED","2015-09-28","Not Applic",121080933
"RZI","RAIZ INVEST LIMITED","2018-06-21","Diversified Financials",79428646
"S2R","S2 RESOURCES LTD","2015-10-19","Materials",58801851
"S32","SOUTH32 LIMITED","2015-05-18","Materials",21595964710
"S3N","SENSORE LTD.","2022-02-11","Class Pend",39515997
"S66","STAR COMBO PHARMA LIMITED","2018-05-16","Household & Personal Products",18830417
"SAN","SAGALIO ENERGY LIMITED","2011-12-15","Energy",3274562
"SAU","SOUTHERN GOLD LIMITED","2005-04-21","Materials",9173137
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","2021-06-16","Not Applic",67962273
"SBM","ST BARBARA LIMITED","1969-05-15","Materials",970724374
"SBR","SABRE RESOURCES LIMITED","1987-12-17","Materials",13945824
"SBW","SHEKEL BRAINWEIGH LTD","2018-11-20","Software & Services",21525725
"SCG","SCENTRE GROUP","2014-06-25","Real Estate",15052097183
"SCL","SCHROLE GROUP LTD","2013-11-11","Software & Services",12175893
"SCN","SCORPION MINERALS LIMITED","2007-03-07","Materials",29864807
"SCP","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","2012-11-26","Real Estate",3348858780
"SCT","SCOUT SECURITY LIMITED","2017-08-25","Consumer Services",5828997
"SCU","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"SDF","STEADFAST GROUP LIMITED","2013-08-02","Insurance",4799986270
"SDG","SUNLAND GROUP LIMITED","1995-02-28","Real Estate",369655691
"SDI","SDI LIMITED","1985-11-07","Health Care Equipment & Services",93309441
"SDR","SITEMINDER LIMITED","2021-11-08","Consumer Services",1288302171
"SDV","SCIDEV LTD","2002-05-02","Materials",44146319
"SE1","SENSERA LIMITED","2016-12-23","Semiconductors & Semiconductor Equipment",5795950
"SEC","SPHERIA EMERGING COMPANIES LIMITED","2017-12-05","Not Applic",127519342
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","2000-11-28","Media & Entertainment",62569687
"SEK","SEEK LIMITED","2005-04-19","Media & Entertainment",8748907097
"SEN","SENETAS CORPORATION LIMITED","1984-06-21","Technology Hardware & Equipment",38841460
"SEQ","SEQUOIA FINANCIAL GROUP LTD","2000-09-19","Diversified Financials",88033819
"SER","STRATEGIC ENERGY RESOURCES LIMITED","1991-08-15","Materials",5338075
"SES","SECOS GROUP LTD","1996-11-21","Materials",91103317
"SFC","SCHAFFER CORPORATION LIMITED","1974-01-01","Automobiles & Components",260852425
"SFG","SEAFARMS GROUP LIMITED","1990-06-14","Food, Beverage & Tobacco",77385587
"SFM","SANTA FE MINERALS LTD","2011-10-07","Materials",7281879
"SFR","SANDFIRE RESOURCES LIMITED","2004-03-04","Materials",2123706206
"SFX","SHEFFIELD RESOURCES LIMITED","2010-12-15","Materials",190623155
"SGA","SARYTOGAN GRAPHITE LIMITED",,"Materials",0
"SGC","SACGASCO LIMITED","2005-10-11","Energy",13282327
"SGF","SG FLEET GROUP LIMITED","2014-03-04","Commercial & Professional Services",786565316
"SGH","SLATER & GORDON LIMITED","2007-05-21","Consumer Services",84021731
"SGI","STEALTH GLOBAL HOLDINGS LTD","2018-10-02","Capital Goods",9970000
